DATE,Measure,Value
20161114,TMAX,62
20161114,TOBS,25
20161115,TMIN,25
20161115,TMAX,63
20161115,TOBS,32
20161116,TMIN,32
20161116,TMAX,65
20161116,TOBS,32
20161117,TMIN,32
20161117,TMAX,65
20161117,TOBS,34
20161118,TMIN,34
20161118,TMAX,74
20161118,TOBS,43
20161119,TMIN,38
20161119,TMAX,77
20161119,TOBS,39
20161120,TMIN,27
20161120,TMAX,39
20161120,TOBS,27
20161121,TMIN,27
20161121,TMAX,41
20161121,TOBS,33
20161122,TMIN,24
20161122,TMAX,47
20161122,TOBS,25
20161123,TMIN,24
20161123,TMAX,43
20161123,TOBS,37
20161124,TMIN,24
20161124,TMAX,51
20161124,TOBS,48
20161125,TMIN,39
20161125,TMAX,48
20161125,TOBS,39
20161126,TMIN,38
20161126,TMAX,40
20161126,TOBS,40
20161127,TMIN,26
20161127,TMAX,45
20161127,TOBS,26
20161128,TMIN,26
20161128,TMAX,52
20161128,TOBS,47
20161129,TMIN,47
20161129,TMAX,56
20161129,TOBS,51
20161130,TMIN,47
20161130,TMAX,64
20161130,TOBS,48
20161201,TMIN,39
20161201,TMAX,58
20161201,TOBS,39
20161202,TMIN,36
20161202,TMAX,43
20161202,TOBS,37
20161203,TMIN,36
20161203,TMAX,42
20161203,TOBS,37
20161204,TMIN,32
20161204,TMAX,41
20161204,TOBS,35
20161205,TMIN,35
20161205,TMAX,43
20161205,TOBS,36
20161206,TMIN,35
20161206,TMAX,45
20161206,TOBS,38
20161207,TMIN,27
20161207,TMAX,43
20161207,TOBS,27
20161208,TMIN,25
20161208,TMAX,38
20161208,TOBS,25
20161209,TMIN,22
20161209,TMAX,28
20161209,TOBS,22
20161210,TMIN,19
20161210,TMAX,27
20161210,TOBS,23
20161211,TMIN,23
20161211,TMAX,31
20161211,TOBS,30
20161212,TMIN,30
20161212,TMAX,42
20161212,TOBS,39
20161213,TMIN,27
20161213,TMAX,39
20161213,TOBS,30
20161214,TMIN,-2
20161214,TMAX,33
20161214,TOBS,8
20161215,TMIN,-4
20161215,TMAX,33
20161215,TOBS,5
20161216,TMIN,3
20161216,TMAX,16
20161216,TOBS,14
20161217,TMIN,14
20161217,TMAX,33
20161217,TOBS,33
20161218,TMIN,24
20161218,TMAX,56
20161218,TOBS,24
20161219,TMIN,8
20161219,TMAX,24
20161219,TOBS,8
20161220,TMIN,6
20161220,TMAX,25
20161220,TOBS,10
20161221,TMIN,10
20161221,TMAX,40
20161221,TOBS,20
20161222,TMIN,19
20161222,TMAX,43
20161222,TOBS,32
20161223,TMIN,24
20161223,TMAX,44
20161223,TOBS,24
20161224,TMIN,24
20161224,TMAX,45
20161224,TOBS,43
20161225,TMIN,36
20161225,TMAX,47
20161225,TOBS,37
20161226,TMIN,37
20161226,TMAX,59
20161226,TOBS,59
20161227,TMIN,33
20161227,TMAX,68
20161227,TOBS,33
20161228,TMIN,23
20161228,TMAX,44
20161228,TOBS,23
20161229,TMIN,23
20161229,TMAX,49
20161229,TOBS,36
20161230,TMIN,30
20161230,TMAX,45
20161230,TOBS,30
20161231,TMIN,28
20161231,TMAX,40
20161231,TOBS,40
20170101,TMIN,27
20170101,TMAX,47
20170101,TOBS,27
20170102,TMIN,27
20170102,TMAX,49
20170102,TOBS,41
20170103,TMIN,41
20170103,TMAX,54
20170103,TOBS,51
20170104,TMIN,26
20170104,TMAX,55
20170104,TOBS,26
20170105,TMIN,17
20170105,TMAX,28
20170105,TOBS,18
20170106,TMIN,4
20170106,TMAX,21
20170106,TOBS,5
20170107,TMIN,3
20170107,TMAX,12
20170107,TOBS,3
20170108,TMIN,2
20170108,TMAX,15
20170108,TOBS,7
20170109,TMIN,4
20170109,TMAX,23
20170109,TOBS,20
20170110,TMIN,20
20170110,TMAX,39
20170110,TOBS,38
20170111,TMIN,28
20170111,TMAX,53
20170111,TOBS,28
20170112,TMIN,28
20170112,TMAX,65
20170112,TOBS,65
20170113,TMIN,30
20170113,TMAX,66
20170113,TOBS,30
20170114,TMIN,29
20170114,TMAX,34
20170114,TOBS,32
20170115,TMIN,32
20170115,TMAX,36
20170115,TOBS,32
20170116,TMIN,31
20170116,TMAX,37
20170116,TOBS,37
20170117,TMIN,37
20170117,TMAX,60
20170117,TOBS,59
20170118,TMIN,37
20170118,TMAX,60
20170118,TOBS,37
20170119,TMIN,37
20170119,TMAX,41
20170119,TOBS,38
20170120,TMIN,38
20170120,TMAX,48
20170120,TOBS,46
20170121,TMIN,41
20170121,TMAX,59
20170121,TOBS,41
20170122,TMIN,40
20170122,TMAX,65
20170122,TOBS,40
20170123,TMIN,39
20170123,TMAX,61
20170123,TOBS,48
20170124,TMIN,40
20170124,TMAX,49
20170124,TOBS,41
20170125,TMIN,36
20170125,TMAX,43
20170125,TOBS,37
20170126,TMIN,36
20170126,TMAX,59
20170126,TOBS,36
20170127,TMIN,29
20170127,TMAX,37
20170127,TOBS,29
20170128,TMIN,26
20170128,TMAX,35
20170128,TOBS,26
20170129,TMIN,26
20170129,TMAX,34
20170129,TOBS,29
20170130,TMIN,20
20170130,TMAX,29
20170130,TOBS,20
20170131,TMIN,19
20170131,TMAX,43
20170131,TOBS,41
20170201,TMIN,38
20170201,TMAX,44
20170201,TOBS,38
20170202,TMIN,27
20170202,TMAX,44
20170202,TOBS,27
20170203,TMIN,22
20170203,TMAX,35
20170203,TOBS,22
20170204,TMIN,10
20170204,TMAX,31
20170204,TOBS,11
20170205,TMIN,10
20170205,TMAX,40
20170205,TOBS,36
20170206,TMIN,10
20170206,TMAX,51
20170206,TOBS,26
20170207,TMIN,26
20170207,TMAX,62
20170207,TOBS,61
20170208,TMIN,37
20170208,TMAX,62
20170208,TOBS,37
20170209,TMIN,23
20170209,TMAX,41
20170209,TOBS,23
20170210,TMIN,14
20170210,TMAX,26
20170210,TOBS,20
20170211,TMIN,20
20170211,TMAX,54
20170211,TOBS,51
20170212,TMIN,51
20170212,TMAX,66
20170212,TOBS,56
20170213,TMIN,27
20170213,TMAX,57
20170213,TOBS,27
20170214,TMIN,26
20170214,TMAX,50
20170214,TOBS,38
20170215,TMIN,35
20170215,TMAX,53
20170215,TOBS,35
20170216,TMIN,27
20170216,TMAX,49
20170216,TOBS,30
20170217,TMIN,30
20170217,TMAX,45
20170217,TOBS,38
20170218,TMIN,33
20170218,TMAX,68
20170218,TOBS,34
20170219,TMIN,33
20170219,TMAX,66
20170219,TOBS,47
20170220,TMIN,36
20170220,TMAX,63
20170220,TOBS,39
20170221,TMIN,39
20170221,TMAX,67
20170221,TOBS,44
20170222,TMIN,44
20170222,TMAX,66
20170222,TOBS,54
20170223,TMIN,48
20170223,TMAX,66
20170223,TOBS,50
20170224,TMIN,50
20170224,TMAX,70
20170224,TOBS,59
20170225,TMIN,36
20170225,TMAX,77
20170225,TOBS,36
20170226,TMIN,21
20170226,TMAX,36
20170226,TOBS,21
20170227,TMIN,21
20170227,TMAX,48
20170227,TOBS,39
20170228,TMIN,39
20170228,TMAX,50
20170228,TOBS,45
20170301,TMIN,45
20170301,TMAX,64
20170301,TOBS,53
20170302,TMIN,35
20170302,TMAX,60
20170302,TOBS,35
20170303,TMIN,27
20170303,TMAX,44
20170303,TOBS,28
20170304,TMIN,26
20170304,TMAX,39
20170304,TOBS,26
20170305,TMIN,26
20170305,TMAX,44
20170305,TOBS,30
20170306,TMIN,30
20170306,TMAX,67
20170306,TOBS,53
20170307,TMIN,50
20170307,TMAX,63
20170307,TOBS,57
20170308,TMIN,38
20170308,TMAX,57
20170308,TOBS,44
20170309,TMIN,33
20170309,TMAX,61
20170309,TOBS,33
20170310,TMIN,33
20170310,TMAX,69
20170310,TOBS,34
20170311,TMIN,23
20170311,TMAX,42
20170311,TOBS,23
20170312,TMIN,21
20170312,TMAX,39
20170312,TOBS,21
20170313,TMIN,21
20170313,TMAX,39
20170313,TOBS,29
20170314,TMIN,22
20170314,TMAX,37
20170314,TOBS,22
20170315,TMIN,20
20170315,TMAX,33
20170315,TOBS,21
20170316,TMIN,17
20170316,TMAX,35
20170316,TOBS,17
20170317,TMIN,16
20170317,TMAX,44
20170317,TOBS,33
20170318,TMIN,32
20170318,TMAX,45
20170318,TOBS,42
20170319,TMIN,30
20170319,TMAX,42
20170319,TOBS,33
20170320,TMIN,31
20170320,TMAX,51
20170320,TOBS,38
20170321,TMIN,38
20170321,TMAX,54
20170321,TOBS,47
20170322,TMIN,30
20170322,TMAX,64
20170322,TOBS,31
20170323,TMIN,27
20170323,TMAX,45
20170323,TOBS,27
20170324,TMIN,27
20170324,TMAX,61
20170324,TOBS,49
20170325,TMIN,48
20170325,TMAX,76
20170325,TOBS,60
20170326,TMIN,57
20170326,TMAX,79
20170326,TOBS,57
20170327,TMIN,43
20170327,TMAX,67
20170327,TOBS,43
20170328,TMIN,43
20170328,TMAX,68
20170328,TOBS,55
20170329,TMIN,47
20170329,TMAX,59
20170329,TOBS,47
20170330,TMIN,45
20170330,TMAX,62
20170330,TOBS,50
20170331,TMIN,50
20170331,TMAX,78
20170331,TOBS,57
20170401,TMIN,41
20170401,TMAX,57
20170401,TOBS,42
20170402,TMIN,34
20170402,TMAX,53
20170402,TOBS,34
20170403,TMIN,34
20170403,TMAX,68
20170403,TOBS,54
20170404,TMIN,53
20170404,TMAX,70
20170404,TOBS,57
20170405,TMIN,46
20170405,TMAX,65
20170405,TOBS,46
20170406,TMIN,45
20170406,TMAX,61
20170406,TOBS,45
20170407,TMIN,35
20170407,TMAX,45
20170407,TOBS,36
20170408,TMIN,30
20170408,TMAX,58
20170408,TOBS,31
20170409,TMIN,31
20170409,TMAX,66
20170409,TOBS,40
20170410,TMIN,40
20170410,TMAX,79
20170410,TOBS,65
20170411,TMIN,59
20170411,TMAX,80
20170411,TOBS,60
20170412,TMIN,43
20170412,TMAX,70
20170412,TOBS,43
20170413,TMIN,42
20170413,TMAX,72
20170413,TOBS,43
20170414,TMIN,42
20170414,TMAX,79
20170414,TOBS,49
20170415,TMIN,48
20170415,TMAX,84
20170415,TOBS,55
20170416,TMIN,55
20170416,TMAX,84
20170416,TOBS,68
20170417,TMIN,55
20170417,TMAX,83
20170417,TOBS,55
20170418,TMIN,43
20170418,TMAX,72
20170418,TOBS,44
20170419,TMIN,43
20170419,TMAX,81
20170419,TOBS,61
20170420,TMIN,59
20170420,TMAX,82
20170420,TOBS,62
20170421,TMIN,51
20170421,TMAX,83
20170421,TOBS,51
20170422,TMIN,46
20170422,TMAX,64
20170422,TOBS,46
20170423,TMIN,42
20170423,TMAX,58
20170423,TOBS,44
20170424,TMIN,42
20170424,TMAX,70
20170424,TOBS,42
20170425,TMIN,42
20170425,TMAX,79
20170425,TOBS,53
20170426,TMIN,53
20170426,TMAX,79
20170426,TOBS,55
20170427,TMIN,55
20170427,TMAX,84
20170427,TOBS,64
20170428,TMIN,45
20170428,TMAX,67
20170428,TOBS,46
20170429,TMIN,46
20170429,TMAX,68
20170429,TOBS,63
20170430,TMIN,58
20170430,TMAX,81
20170430,TOBS,60
20170501,TMIN,58
20170501,TMAX,82
20170501,TOBS,60
20170502,TMIN,46
20170502,TMAX,66
20170502,TOBS,46
20170503,TMIN,42
20170503,TMAX,65
20170503,TOBS,42
20170504,TMIN,40
20170504,TMAX,58
20170504,TOBS,50
20170505,TMIN,40
20170505,TMAX,60
20170505,TOBS,48
20170506,TMIN,39
20170506,TMAX,48
20170506,TOBS,40
20170507,TMIN,35
20170507,TMAX,62
20170507,TOBS,38
20170508,TMIN,33
20170508,TMAX,63
20170508,TOBS,33
20170509,TMIN,32
20170509,TMAX,68
20170509,TOBS,50
20170510,TMIN,49
20170510,TMAX,59
20170510,TOBS,55
20170511,TMIN,54
20170511,TMAX,82
20170511,TOBS,65
20170512,TMIN,52
20170512,TMAX,68
20170512,TOBS,53
20170513,TMIN,44
20170513,TMAX,70
20170513,TOBS,45
20170514,TMIN,44
20170514,TMAX,75
20170514,TOBS,54
20170515,TMIN,53
20170515,TMAX,84
20170515,TOBS,58
20170516,TMIN,58
20170516,TMAX,86
20170516,TOBS,58
20170517,TMIN,57
20170517,TMAX,87
20170517,TOBS,61
20170518,TMIN,61
20170518,TMAX,85
20170518,TOBS,72
20170519,TMIN,68
20170519,TMAX,85
20170519,TOBS,68
20170520,TMIN,58
20170520,TMAX,86
20170520,TOBS,59
20170521,TMIN,59
20170521,TMAX,86
20170521,TOBS,67
20170522,TMIN,49
20170522,TMAX,79
20170522,TOBS,49
20170523,TMIN,48
20170523,TMAX,73
20170523,TOBS,50
20170524,TMIN,50
20170524,TMAX,78
20170524,TOBS,58
20170525,TMIN,57
20170525,TMAX,65
20170525,TOBS,57
20170526,TMIN,52
20170526,TMAX,64
20170526,TOBS,52
20170527,TMIN,52
20170527,TMAX,81
20170527,TOBS,67
20170528,TMIN,63
20170528,TMAX,86
20170528,TOBS,64
20170529,TMIN,58
20170529,TMAX,76
20170529,TOBS,58
20170530,TMIN,57
20170530,TMAX,83
20170530,TOBS,57
20170531,TMIN,52
20170531,TMAX,80
20170531,TOBS,56
20170601,TMIN,51
20170601,TMAX,82
20170601,TOBS,51
20170602,TMIN,50
20170602,TMAX,82
20170602,TOBS,51
20170603,TMIN,51
20170603,TMAX,87
20170603,TOBS,55
20170604,TMIN,51
20170604,TMAX,90
20170604,TOBS,58
20170605,TMIN,58
20170605,TMAX,89
20170605,TOBS,70
20170606,TMIN,58
20170606,TMAX,83
20170606,TOBS,58
20170607,TMIN,55
20170607,TMAX,82
20170607,TOBS,55
20170608,TMIN,48
20170608,TMAX,68
20170608,TOBS,48
20170609,TMIN,48
20170609,TMAX,79
20170609,TOBS,52
20170610,TMIN,51
20170610,TMAX,85
20170610,TOBS,58
20170611,TMIN,58
20170611,TMAX,87
20170611,TOBS,60
20170612,TMIN,58
20170612,TMAX,89
20170612,TOBS,65
20170613,TMIN,64
20170613,TMAX,92
20170613,TOBS,70
20170614,TMIN,69
20170614,TMAX,85
20170614,TOBS,69
20170615,TMIN,67
20170615,TMAX,80
20170615,TOBS,67
20170616,TMIN,64
20170616,TMAX,83
20170616,TOBS,65
20170617,TMIN,65
20170617,TMAX,88
20170617,TOBS,66
20170618,TMIN,66
20170618,TMAX,89
20170618,TOBS,72
20170619,TMIN,66
20170619,TMAX,82
20170619,TOBS,66
20170620,TMIN,42
20170620,TMAX,79
20170620,TOBS,57
20170621,TMIN,NA
20170621,TMAX,85
20170621,TOBS,64
20170622,TMIN,49
20170622,TMAX,90
20170622,TOBS,69
20170623,TMIN,NA
20170623,TMAX,83
20170623,TOBS,75
20170624,TMIN,NA
20170624,TMAX,76
20170624,TOBS,NA
20170625,TMIN,53
20170625,TMAX,79
20170625,TOBS,53
20170626,TMIN,53
20170626,TMAX,78
20170626,TOBS,53
20170627,TMIN,51
20170627,TMAX,74
20170627,TOBS,51
20170628,TMIN,50
20170628,TMAX,76
20170628,TOBS,50
20170629,TMIN,50
20170629,TMAX,82
20170629,TOBS,69
20170630,TMIN,69
20170630,TMAX,88
20170630,TOBS,74
20170701,TMIN,68
20170701,TMAX,87
20170701,TOBS,69
20170702,TMIN,62
20170702,TMAX,84
20170702,TOBS,63
20170704,TMIN,61
20170704,TMAX,88
20170704,TOBS,66
20170705,TMIN,66
20170705,TMAX,89
20170705,TOBS,68
20170706,TMIN,67
20170706,TMAX,88
20170706,TOBS,72
20170707,TMIN,65
20170707,TMAX,80
20170707,TOBS,65
20170708,TMIN,65
20170708,TMAX,NA
20170708,TOBS,66
20170709,TMIN,57
20170709,TMAX,82
20170709,TOBS,57
20170710,TMIN,57
20170710,TMAX,84
20170710,TOBS,66
20170711,TMIN,66
20170711,TMAX,86
20170711,TOBS,72
20170712,TMIN,69
20170712,TMAX,81
20170712,TOBS,69
20170713,TMIN,68
20170713,TMAX,91
20170713,TOBS,78
20170714,TMIN,73
20170714,TMAX,87
20170714,TOBS,73
20170715,TMIN,59
20170715,TMAX,86
20170715,TOBS,60
20170716,TMIN,60
20170716,TMAX,83
20170716,TOBS,63
20170717,TMIN,62
20170717,TMAX,87
20170717,TOBS,65
20170718,TMIN,64
20170718,TMAX,88
20170718,TOBS,69
20170719,TMIN,66
20170719,TMAX,90
20170719,TOBS,67
20170720,TMIN,66
20170720,TMAX,90
20170720,TOBS,70
20170721,TMIN,70
20170721,TMAX,91
20170721,TOBS,77
20170722,TMIN,71
20170722,TMAX,91
20170722,TOBS,75
20170723,TMIN,73
20170723,TMAX,91
20170723,TOBS,74
20170724,TMIN,68
20170724,TMAX,86
20170724,TOBS,68
20170725,TMIN,60
20170725,TMAX,86
20170725,TOBS,60
20170726,TMIN,59
20170726,TMAX,84
20170726,TOBS,60
20170727,TMIN,59
20170727,TMAX,87
20170727,TOBS,71
20170728,TMIN,71
20170728,TMAX,83
20170728,TOBS,74
20170729,TMIN,62
20170729,TMAX,86
20170729,TOBS,63
20170730,TMIN,57
20170730,TMAX,83
20170730,TOBS,57
20170731,TMIN,57
20170731,TMAX,88
20170731,TOBS,61
20170801,TMIN,61
20170801,TMAX,89
20170801,TOBS,64
20170802,TMIN,64
20170802,TMAX,86
20170802,TOBS,67
20170803,TMIN,63
20170803,TMAX,86
20170803,TOBS,64
20170804,TMIN,63
20170804,TMAX,88
20170804,TOBS,72
20170805,TMIN,54
20170805,TMAX,77
20170805,TOBS,54
20170806,TMIN,53
20170806,TMAX,79
20170806,TOBS,63
20170807,TMIN,63
20170807,TMAX,73
20170807,TOBS,64
20170808,TMIN,59
20170808,TMAX,79
20170808,TOBS,59
20170809,TMIN,53
20170809,TMAX,82
20170809,TOBS,53
20170810,TMIN,52
20170810,TMAX,86
20170810,TOBS,59
20170811,TMIN,58
20170811,TMAX,86
20170811,TOBS,62
20170812,TMIN,59
20170812,TMAX,80
20170812,TOBS,65
20170813,TMIN,56
20170813,TMAX,83
20170813,TOBS,57
20170814,TMIN,57
20170814,TMAX,86
20170814,TOBS,63
20170815,TMIN,63
20170815,TMAX,84
20170815,TOBS,65
20170816,TMIN,64
20170816,TMAX,89
20170816,TOBS,68
20170817,TMIN,66
20170817,TMAX,92
20170817,TOBS,72
20170818,TMIN,70
20170818,TMAX,88
20170818,TOBS,70
20170819,TMIN,66
20170819,TMAX,85
20170819,TOBS,67
20170820,TMIN,66
20170820,TMAX,89
20170820,TOBS,71
20170821,TMIN,69
20170821,TMAX,92
20170821,TOBS,69
20170822,TMIN,68
20170822,TMAX,90
20170822,TOBS,74
20170823,TMIN,62
20170823,TMAX,83
20170823,TOBS,62
20170824,TMIN,54
20170824,TMAX,80
20170824,TOBS,54
20170825,TMIN,53
20170825,TMAX,80
20170825,TOBS,55
20170826,TMIN,52
20170826,TMAX,80
20170826,TOBS,52
20170827,TMIN,50
20170827,TMAX,82
20170827,TOBS,56
20170828,TMIN,55
20170828,TMAX,85
20170828,TOBS,61
20170829,TMIN,60
20170829,TMAX,80
20170829,TOBS,63
20170830,TMIN,61
20170830,TMAX,76
20170830,TOBS,61
20170831,TMIN,60
20170831,TMAX,85
20170831,TOBS,63
20170901,TMIN,61
20170901,TMAX,85
20170901,TOBS,61
20170902,TMIN,54
20170902,TMAX,63
20170902,TOBS,54
20170903,TMIN,54
20170903,TMAX,63
20170903,TOBS,56
20170904,TMIN,56
20170904,TMAX,82
20170904,TOBS,56
20170905,TMIN,56
20170905,TMAX,86
20170905,TOBS,64
20170906,TMIN,48
20170906,TMAX,75
20170906,TOBS,48
20170907,TMIN,47
20170907,TMAX,69
20170907,TOBS,47
20170908,TMIN,47
20170908,TMAX,69
20170908,TOBS,48
20170909,TMIN,48
20170909,TMAX,77
20170909,TOBS,60
20170910,TMIN,49
20170910,TMAX,76
20170910,TOBS,49
20170911,TMIN,47
20170911,TMAX,76
20170911,TOBS,47
20170912,TMIN,47
20170912,TMAX,75
20170912,TOBS,60
20170913,TMIN,59
20170913,TMAX,71
20170913,TOBS,62
20170914,TMIN,60
20170914,TMAX,65
20170914,TOBS,61
20170915,TMIN,54
20170915,TMAX,73
20170915,TOBS,54
20170916,TMIN,54
20170916,TMAX,83
20170916,TOBS,58
20170917,TMIN,58
20170917,TMAX,86
20170917,TOBS,59
20170918,TMIN,59
20170918,TMAX,87
20170918,TOBS,66
20170919,TMIN,66
20170919,TMAX,84
20170919,TOBS,68
20170920,TMIN,62
20170920,TMAX,82
20170920,TOBS,62
20170921,TMIN,62
20170921,TMAX,87
20170921,TOBS,66
20170922,TMIN,66
20170922,TMAX,93
20170922,TOBS,68
20170923,TMIN,64
20170923,TMAX,93
20170923,TOBS,64
20170924,TMIN,60
20170924,TMAX,94
20170924,TOBS,61
20170925,TMIN,58
20170925,TMAX,93
20170925,TOBS,59
20170926,TMIN,58
20170926,TMAX,91
20170926,TOBS,62
20170927,TMIN,62
20170927,TMAX,92
20170927,TOBS,63
20170928,TMIN,55
20170928,TMAX,90
20170928,TOBS,55
20170929,TMIN,47
20170929,TMAX,77
20170929,TOBS,47
20170930,TMIN,46
20170930,TMAX,81
20170930,TOBS,51
20171001,TMIN,43
20171001,TMAX,74
20171001,TOBS,43
20171002,TMIN,43
20171002,TMAX,76
20171002,TOBS,46
20171003,TMIN,46
20171003,TMAX,82
20171003,TOBS,51
20171004,TMIN,51
20171004,TMAX,86
20171004,TOBS,62
20171005,TMIN,62
20171005,TMAX,79
20171005,TOBS,65
20171006,TMIN,64
20171006,TMAX,71
20171006,TOBS,65
20171007,TMIN,64
20171007,TMAX,81
20171007,TOBS,65
20171008,TMIN,57
20171008,TMAX,83
20171008,TOBS,57
20171009,TMIN,57
20171009,TMAX,69
20171009,TOBS,66
20171010,TMIN,58
20171010,TMAX,73
20171010,TOBS,58
20171011,TMIN,58
20171011,TMAX,75
20171011,TOBS,67
20171012,TMIN,58
20171012,TMAX,70
20171012,TOBS,59
20171013,TMIN,58
20171013,TMAX,66
20171013,TOBS,58
20171014,TMIN,56
20171014,TMAX,76
20171014,TOBS,58
20171015,TMIN,58
20171015,TMAX,84
20171015,TOBS,72
20171016,TMIN,47
20171016,TMAX,74
20171016,TOBS,47
20171017,TMIN,37
20171017,TMAX,65
20171017,TOBS,37
20171018,TMIN,36
20171018,TMAX,70
20171018,TOBS,38
20171019,TMIN,38
20171019,TMAX,72
20171019,TOBS,41
20171020,TMIN,41
20171020,TMAX,76
20171020,TOBS,45
20171021,TMIN,44
20171021,TMAX,79
20171021,TOBS,48
20171022,TMIN,48
20171022,TMAX,77
20171022,TOBS,49
20171023,TMIN,49
20171023,TMAX,79
20171023,TOBS,64
20171024,TMIN,46
20171024,TMAX,65
20171024,TOBS,49
20171025,TMIN,42
20171025,TMAX,52
20171025,TOBS,43
20171026,TMIN,31
20171026,TMAX,53
20171026,TOBS,32
20171027,TMIN,31
20171027,TMAX,63
20171027,TOBS,55
20171028,TMIN,38
20171028,TMAX,61
20171028,TOBS,38
20171029,TMIN,36
20171029,TMAX,40
20171029,TOBS,36
20171030,TMIN,30
20171030,TMAX,40
20171030,TOBS,36
20171031,TMIN,32
20171031,TMAX,46
20171031,TOBS,32
20171101,TMIN,31
20171101,TMAX,47
20171101,TOBS,37
20171102,TMIN,37
20171102,TMAX,58
20171102,TOBS,58
20171103,TMIN,57
20171103,TMAX,68
20171103,TOBS,57
20171104,TMIN,43
20171104,TMAX,64
20171104,TOBS,46
20171105,TMIN,46
20171105,TMAX,67
20171105,TOBS,67
20171106,TMIN,49
20171106,TMAX,73
20171106,TOBS,49
20171107,TMIN,43
20171107,TMAX,54
20171107,TOBS,43
20171108,TMIN,40
20171108,TMAX,50
20171108,TOBS,40
20171109,TMIN,30
20171109,TMAX,56
20171109,TOBS,30
20171110,TMIN,29
20171110,TMAX,56
20171110,TOBS,29
20171111,TMIN,24
20171111,TMAX,38
20171111,TOBS,24
20171112,TMIN,24
20171112,TMAX,44
20171112,TOBS,34
20171113,TMIN,34
20171113,TMAX,47
20171113,TOBS,38
20171114,TMIN,31
20171114,TMAX,45
20171114,TOBS,31
20171115,TMIN,31
20171115,TMAX,54
20171115,TOBS,37
20171116,TMIN,32
20171116,TMAX,NA
20171116,TOBS,34
20171117,TMIN,34
20171117,TMAX,39
20171117,TOBS,36
20171118,TMIN,35
20171118,TMAX,60
20171118,TOBS,60
20171119,TMIN,38
20171119,TMAX,66
20171119,TOBS,39
20171120,TMIN,25
20171120,TMAX,39
20171120,TOBS,25
20171121,TMIN,24
20171121,TMAX,51
20171121,TOBS,41
20171122,TMIN,28
20171122,TMAX,57
20171122,TOBS,28
20171123,TMIN,25
20171123,TMAX,NA
20171123,TOBS,26
20171124,TMIN,NA
20171124,TMAX,48
20171124,TOBS,20
20171125,TMIN,NA
20171125,TMAX,59
20171125,TOBS,42
20171126,TMIN,27
20171126,TMAX,58
20171126,TOBS,27
20171127,TMIN,26
20171127,TMAX,53
20171127,TOBS,29
20171128,TMIN,28
20171128,TMAX,65
20171128,TOBS,35
20171129,TMIN,35
20171129,TMAX,65
20171129,TOBS,40
20171130,TMIN,35
20171130,TMAX,61
20171130,TOBS,38
20171201,TMIN,26
20171201,TMAX,55
20171201,TOBS,26
20171202,TMIN,26
20171202,TMAX,56
20171202,TOBS,29
20171203,TMIN,27
20171203,TMAX,57
20171203,TOBS,29
20171204,TMIN,29
20171204,TMAX,61
20171204,TOBS,34
20171205,TMIN,29
20171205,TMAX,65
20171205,TOBS,49
20171206,TMIN,27
20171206,TMAX,49
20171206,TOBS,28
20171207,TMIN,27
20171207,TMAX,NA
20171207,TOBS,31
20171208,TMIN,16
20171208,TMAX,31
20171208,TOBS,16
20171209,TMIN,NA
20171209,TMAX,33
20171209,TOBS,16
20171210,TMIN,NA
20171210,TMAX,27
20171210,TOBS,22
20171211,TMIN,15
20171211,TMAX,37
20171211,TOBS,21
20171212,TMIN,21
20171212,TMAX,47
20171212,TOBS,31
20171213,TMIN,16
20171213,TMAX,32
20171213,TOBS,20
20171214,TMIN,20
20171214,TMAX,45
20171214,TOBS,25
20171215,TMIN,19
20171215,TMAX,29
20171215,TOBS,19
20171216,TMIN,19
20171216,TMAX,35
20171216,TOBS,33
20171217,TMIN,30
20171217,TMAX,53
20171217,TOBS,31
20171218,TMIN,31
20171218,TMAX,44
20171218,TOBS,41
20171219,TMIN,41
20171219,TMAX,47
20171219,TOBS,45
20171220,TMIN,33
20171220,TMAX,48
20171220,TOBS,33
20171221,TMIN,27
20171221,TMAX,50
20171221,TOBS,27
20171222,TMIN,27
20171222,TMAX,56
20171222,TOBS,52
20171223,TMIN,38
20171223,TMAX,55
20171223,TOBS,38
20171224,TMIN,30
20171224,TMAX,38
20171224,TOBS,31
20171225,TMIN,20
20171225,TMAX,35
20171225,TOBS,21
20171226,TMIN,16
20171226,TMAX,27
20171226,TOBS,16
20171227,TMIN,1
20171227,TMAX,20
20171227,TOBS,1
20171228,TMIN,0
20171228,TMAX,17
20171228,TOBS,8
20171229,TMIN,8
20171229,TMAX,22
20171229,TOBS,20
20171230,TMIN,17
20171230,TMAX,24
20171230,TOBS,17
20171231,TMIN,4
20171231,TMAX,18
20171231,TOBS,6
20180101,TMIN,-2
20180101,TMAX,17
20180101,TOBS,-2
20180102,TMIN,-11
20180102,TMAX,6
20180102,TOBS,-11
20180103,TMIN,-13
20180103,TMAX,17
20180103,TOBS,-4
20180104,TMIN,-4
20180104,TMAX,23
20180104,TOBS,7
20180105,TMIN,-3
20180105,TMAX,18
20180105,TOBS,-2
20180106,TMIN,-8
20180106,TMAX,14
20180106,TOBS,-7
20180107,TMIN,-8
20180107,TMAX,21
20180107,TOBS,11
20180108,TMIN,11
20180108,TMAX,37
20180108,TOBS,35
20180109,TMIN,33
20180109,TMAX,37
20180109,TOBS,33
20180110,TMIN,30
20180110,TMAX,41
20180110,TOBS,38
20180111,TMIN,38
20180111,TMAX,59
20180111,TOBS,56
20180112,TMIN,33
